"No.","Time","Source","Destination","Protocol","Length","Info"
"24011","45.420950","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62657  >  256 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24012","45.420955","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62651  >  3306 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24013","45.420957","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62654  >  199 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24014","45.420957","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62652  >  110 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24015","45.420971","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62655  >  135 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24016","45.420976","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62656  >  1025 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24028","45.466078","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62665  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24029","45.466080","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62671  >  16993 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24030","45.466080","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62673  >  4126 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24031","45.466085","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62658  >  3389 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24032","45.466085","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62674  >  2492 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24033","45.466089","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62670  >  5555 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24034","45.466089","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62661  >  21 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24035","45.466091","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62659  >  8888 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24036","45.466091","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62660  >  113 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24037","45.466092","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62679  >  14441 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24038","45.466091","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62663  >  554 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24039","45.466091","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62664  >  111 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24040","45.466094","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62672  >  6669 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24041","45.466099","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62675  >  32776 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24042","45.466099","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62678  >  1141 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24043","45.466106","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62666  >  1043 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24044","45.466106","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62668  >  6156 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24045","45.466109","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62669  >  6346 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24046","45.466113","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62677  >  2605 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24047","45.466113","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62667  >  1000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24048","45.466116","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62676  >  7025 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24080","45.528848","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62682  >  135 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24081","45.528850","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62685  >  110 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24082","45.528850","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62681  >  1025 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24083","45.528851","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62684  >  139 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24084","45.528851","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62686  >  3306 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24085","45.528860","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62683  >  199 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24086","45.528859","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62688  >  25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24087","45.528942","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62687  >  5900 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24088","45.529019","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62680  >  256 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24107","45.558870","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62696  >  1141 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24108","45.558874","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62697  >  2605 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24109","45.558878","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62702  >  6669 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24110","45.558879","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62710  >  111 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24111","45.558879","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62689  >  554 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24112","45.558881","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62692  >  113 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24113","45.558881","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62695  >  14441 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24114","45.558883","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62691  >  21 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24115","45.558883","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62704  >  5555 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24116","45.558889","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62709  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24117","45.558891","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62698  >  7025 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24118","45.558890","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62703  >  16993 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24119","45.558890","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62699  >  32776 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24120","45.558890","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62700  >  2492 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24121","45.558898","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62693  >  8888 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24122","45.558898","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62706  >  6156 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24123","45.558899","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62701  >  4126 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24124","45.558899","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62694  >  3389 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24125","45.558905","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62708  >  1043 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24126","45.558905","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62705  >  6346 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24127","45.558908","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62707  >  1000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24154","45.620859","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62711  >  5431 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24155","45.620859","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62718  >  11110 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24156","45.620862","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62716  >  340 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24157","45.620879","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62715  >  24800 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24158","45.620884","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62717  >  880 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24159","45.620899","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62712  >  301 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24160","45.621226","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62714  >  1042 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24161","45.621238","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62719  >  5902 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24162","45.621637","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62713  >  49400 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24189","45.666100","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62737  >  3827 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24190","45.666103","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62731  >  1984 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24191","45.666105","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62733  >  1102 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24192","45.666105","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62722  >  2033 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24193","45.666106","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62727  >  4550 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24194","45.666108","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62720  >  28201 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24195","45.666111","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62724  >  8007 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24196","45.666110","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62732  >  2222 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24197","45.666111","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62740  >  8031 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24198","45.666119","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62721  >  6006 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24199","45.666130","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62726  >  5004 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24200","45.666130","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62736  >  8500 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24201","45.666132","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62728  >  5962 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24202","45.666136","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62723  >  3527 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24203","45.666138","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62735  >  9 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24204","45.666139","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62738  >  32779 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24205","45.666147","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62741  >  3878 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24206","45.666149","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62729  >  1092 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24207","45.666173","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62734  >  40193 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24208","45.666180","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62739  >  8100 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24209","45.666339","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62725  >  20222 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24210","45.666349","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62730  >  2170 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24235","45.729116","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62742  >  5902 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24236","45.729116","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62750  >  5431 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24237","45.729116","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62743  >  11110 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24238","45.729116","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62744  >  880 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24239","45.729116","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62749  >  301 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24240","45.729119","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62748  >  49400 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24241","45.729125","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62747  >  1042 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24242","45.729138","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62746  >  24800 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24243","45.729145","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62745  >  340 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24258","45.759481","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62759  >  8100 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24259","45.759483","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62758  >  8031 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24260","45.759483","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62753  >  20222 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24261","45.759484","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62751  >  6006 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24262","45.759484","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62757  >  3878 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24263","45.759502","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62754  >  8007 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24264","45.759503","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62756  >  2033 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24266","45.759514","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62760  >  32779 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24268","45.759557","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62755  >  3527 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24270","45.759854","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62752  >  28201 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24279","45.775343","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62762  >  8500 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24280","45.775343","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62767  >  1984 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24281","45.775343","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62765  >  1102 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24282","45.775348","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62764  >  40193 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24283","45.775348","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62761  >  3827 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24284","45.775360","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62771  >  4550 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24285","45.775361","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62768  >  2170 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24286","45.775362","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62769  >  1092 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24287","45.775363","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62763  >  9 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24288","45.775365","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62770  >  5962 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24289","45.775366","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62766  >  2222 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24290","45.775375","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62772  >  5004 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24322","45.821654","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62781  >  1010 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24323","45.821654","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62774  >  12345 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24324","45.821654","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62775  >  5998 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24325","45.821662","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62777  >  55056 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24326","45.821662","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62773  >  1059 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24327","45.821666","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62779  >  3301 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24328","45.821668","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62776  >  6779 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24329","45.821668","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62780  >  3546 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24330","45.821679","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62778  >  990 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24341","45.867508","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62793  >  1122 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24342","45.867508","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62784  >  8180 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24343","45.867510","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62785  >  8084 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24344","45.867510","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62789  >  3703 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24345","45.867510","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62783  >  2021 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24346","45.867511","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62792  >  64623 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24347","45.867510","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62787  >  49 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24348","45.867511","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62791  >  14238 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24349","45.867513","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62782  >  10082 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24350","45.867515","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62799  >  2001 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24351","45.867514","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62788  >  42510 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
