"No.","Time","Source","Destination","Protocol","Length","Info"
"20790","39.572060","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63719  >  10215 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20791","39.572081","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63726  >  512 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20792","39.572084","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63720  >  1049 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20793","39.572086","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63713  >  65129 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20794","39.572087","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63717  >  8200 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20795","39.572087","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63723  >  106 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20796","39.572088","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63721  >  513 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20797","39.572095","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63725  >  25734 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20798","39.572097","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63724  >  13722 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20800","39.572543","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63710  >  31337 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20805","39.579819","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63722  >  6901 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20806","39.581609","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63707  >  4900 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20807","39.581622","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63714  >  5999 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20831","39.618100","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63727  >  20828 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20832","39.618865","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63729  >  2009 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20833","39.619012","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63728  >  55555 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20843","39.634126","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63732  >  32780 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20844","39.634126","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63737  >  10616 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20845","39.634126","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63754  >  711 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20846","39.634126","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63739  >  15742 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20847","39.634129","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63731  >  873 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20848","39.634130","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63760  >  52848 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20849","39.634131","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63741  >  4662 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20850","39.634131","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63736  >  1658 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20851","39.634131","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63734  >  7007 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20852","39.634132","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63740  >  65389 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20853","39.634139","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63745  >  2047 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20854","39.634145","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63730  >  52822 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20855","39.634149","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63738  >  1494 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20856","39.634155","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63759  >  6007 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20857","39.634156","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63763  >  5003 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20858","39.634163","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63764  >  19842 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20859","39.634166","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63744  >  1038 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20860","39.634169","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63769  >  32784 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20861","39.634169","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63742  >  49157 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20862","39.634175","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63768  >  6100 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20863","39.634176","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63749  >  2604 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20864","39.634178","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63748  >  2119 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20865","39.634179","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63770  >  57797 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20866","39.634179","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63771  >  3986 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20867","39.634179","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63735  >  3007 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20868","39.634180","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63743  >  44442 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20869","39.634182","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63746  >  1971 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20870","39.634186","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63733  >  222 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20871","39.634190","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63756  >  6002 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20872","39.634193","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63747  >  1028 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20873","39.634193","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63757  >  2638 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20874","39.634193","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63752  >  9290 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20875","39.634193","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63750  >  1151 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20876","39.634195","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63751  >  32 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20877","39.634200","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63755  >  2013 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20878","39.634204","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63766  >  9071 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20879","39.634206","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63758  >  555 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20880","39.634207","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63765  >  1082 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20881","39.634212","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63762  >  389 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20882","39.634214","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63767  >  1233 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20883","39.634270","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63753  >  1287 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20884","39.634279","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63761  >  50001 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20892","39.649583","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63775  >  1296 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20893","39.649583","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63776  >  6788 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20894","39.649583","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63777  >  5815 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20895","39.649583","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63774  >  63331 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20896","39.649583","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63773  >  9003 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20897","39.649604","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63779  >  3784 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20898","39.649605","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63772  >  1123 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20899","39.649606","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63778  >  13782 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20908","39.664378","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63786  >  3211 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20909","39.664378","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63785  >  749 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20910","39.664378","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63780  >  6389 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20911","39.664382","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63781  >  5925 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20912","39.664389","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63782  >  32771 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20913","39.664394","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63783  >  10243 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20914","39.664400","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63788  >  6543 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20915","39.665997","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63784  >  425 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20924","39.679889","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63793  >  5214 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20925","39.679891","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63801  >  1021 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20926","39.679894","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63787  >  6567 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20927","39.679895","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63796  >  4129 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20928","39.679896","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63790  >  1137 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20929","39.679896","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63795  >  1076 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20930","39.679899","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63792  >  2366 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20931","39.679918","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63791  >  1154 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20932","39.679918","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63794  >  30000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20933","39.679919","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63800  >  4449 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20934","39.679921","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63789  >  1079 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20935","39.679924","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63797  >  5950 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20936","39.679930","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63799  >  45100 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20937","39.679935","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63798  >  16113 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20965","39.726647","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63810  >  1658 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20966","39.726651","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63809  >  52822 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20967","39.726653","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63803  >  55555 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20968","39.726653","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63806  >  222 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20969","39.726657","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63807  >  32780 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20970","39.726657","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63802  >  2009 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20971","39.726661","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63805  >  7007 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20972","39.726666","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63808  >  873 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20973","39.726668","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63811  >  2007 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20974","39.726708","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63804  >  20828 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20983","39.741812","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63813  >  1236 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20984","39.741812","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63824  >  912 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20985","39.741813","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63817  >  1075 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20986","39.741812","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63818  >  3766 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20987","39.741814","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63814  >  5679 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20988","39.741814","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63819  >  10626 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20989","39.741814","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63816  >  7627 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20990","39.741817","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63833  >  1666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20991","39.741820","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63815  >  3800 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20992","39.741820","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63812  >  2003 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20993","39.741828","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63828  >  1071 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20994","39.741828","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63826  >  8292 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20995","39.741835","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63822  >  7938 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20996","39.741835","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 1021  >  514 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20997","39.741837","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63820  >  1145 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20998","39.741838","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63836  >  617 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"20999","39.741838","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63832  >  9503 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"21000","39.741840","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63838  >  465 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"21001","39.741841","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63825  >  5102 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"21002","39.741843","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63830  >  545 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"21003","39.741843","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63834  >  4125 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"21004","39.741843","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63821  >  14442 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"21005","39.741846","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63829  >  8899 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"21006","39.741847","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63827  >  51493 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"21007","39.741854","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63823  >  5054 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"21008","39.741854","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63839  >  32781 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"21009","39.741855","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63835  >  10010 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"21010","39.741858","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63831  >  1556 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"21011","39.741863","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63837  >  666 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"23453","44.214661","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62631  >  1720 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"23454","44.214662","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62634  >  993 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"23455","44.214666","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62629  >  995 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"23456","44.214667","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62633  >  445 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"23457","44.214668","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62628  >  22 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"23458","44.214669","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62630  >  1723 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"23459","44.214684","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62632  >  8080 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"23462","44.229517","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62637  >  587 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"23463","44.229518","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62635  >  143 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"23467","44.229537","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62636  >  23 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"23953","45.329723","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62644  >  1720 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"23954","45.329723","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62642  >  445 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"23955","45.329726","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62645  >  1723 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"23956","45.329727","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62638  >  587 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"23957","45.329727","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62647  >  22 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"23958","45.329734","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62641  >  993 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"23959","45.329739","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62640  >  143 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"23960","45.329741","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62639  >  23 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"23961","45.329741","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62643  >  8080 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"23962","45.329744","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62646  >  995 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24008","45.420950","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62648  >  25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24009","45.420950","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62653  >  139 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"24010","45.420950","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62649  >  5900 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
